L0	L1	L2
003902059703M8	00390205000001	00390000000000
006806381634M8	00680638000001	00680000000000
5308	0714	0074
003703533342M8	00370353000001	00370000000000
2979	0586	0079
4373	0917	0087
5822	0698	0087
006806382400M8	00680638000001	00680000000000
7815	0317	0071
3116	0855	0081
005604413247M8	00560441000001	00560000000000
007105025875M8	00710502000001	00710000000000
4731	0698	0087
007105029666M8	00710502000001	00710000000000
5973	0714	0074
005601841201M8	00560184000001	00560000000000
007407149642M8	00740714000001	00740000000000
2191	0191	0060
005002476643M8	00500247000001	00500000000000
005208347293M8	00520834000001	00520000000000
8346	0338	0037
007407146153M8	00740714000001	00740000000000
005208342315M8	00520834000001	00520000000000
9395	0901	0060
003902056661M8	00390205000001	00390000000000
0793	0793	0079
6120	0622	0064
2447	0903	0060
007106687518M8	00710668000001	00710000000000
006009014948M8	00600901000001	00600000000000
8351	0698	0087
006802148767M8	00680214000001	00680000000000
8692	0714	0074
9762	0834	0052
1017	0184	0056
3341	0184	0056
5913	0247	0050
008706988415M8	00870698000001	00870000000000
1699	0796	0079
1776	0198	0037
4193	0708	0064
4372	0698	0087
3913	0796	0079
003902055479M8	00390205000001	00390000000000
9017	0441	0056
007902832644M8	00790283000001	00790000000000
005002474579M8	00500247000001	00500000000000
006406228353M8	00640622000001	00640000000000
2166	0441	0056
005002477983M8	00500247000001	00500000000000
4908	0214	0068
4915	0502	0071
9464	0824	0081
2503	0486	0050
2327	0528	0079
006806385935M8	00680638000001	00680000000000
2137	0855	0081
006807128458M8	00680712000001	00680000000000
8188	0247	0050
004504429475M8	00450442000001	00450000000000
3769	0247	0050
0735	0735	0045
8625	0714	0074
5663	0514	0045
6269	0917	0087
007407141429M8	00740714000001	00740000000000
4443	0668	0071
004502516050M8	00450251000001	00450000000000
5411	0480	0084
8839	0353	0037
003706512575M8	00370651000001	00370000000000
007407143744M8	00740714000001	00740000000000
7364	0698	0087
008707328231M8	00870732000001	00870000000000
2013	0615	0084
007106682955M8	00710668000001	00710000000000
007106688305M8	00710668000001	00710000000000
008707322961M8	00870732000001	00870000000000
7108	0638	0068
008404804370M8	00840480000001	00840000000000
6079	0255	0052
9495	0661	0060
003902054402M8	00390205000001	00390000000000
003902054537M8	00390205000001	00390000000000
008707322278M8	00870732000001	00870000000000
003701415789M8	00370141000001	00370000000000
7303	0486	0050
4560	0834	0052
2697	0714	0074
008706989665M8	00870698000001	00870000000000
4066	0708	0064
1917	0917	0087
005601849616M8	00560184000001	00560000000000
6290	0698	0087
008706987364M8	00870698000001	00870000000000
006804304406M8	00680430000001	00680000000000
7743	0283	0079
007907968334M8	00790796000001	00790000000000
3714	0353	0037
6433	0698	0087
4592	0184	0056
005205675193M8	00520567000001	00520000000000
3697	0719	0037
4453	0317	0071
008408997143M8	00840899000001	00840000000000
008707322821M8	00870732000001	00870000000000
005002471582M8	00500247000001	00500000000000
006806388909M8	00680638000001	00680000000000
003902057009M8	00390205000001	00390000000000
007407144922M8	00740714000001	00740000000000
008706986253M8	00870698000001	00870000000000
5277	0793	0079
6438	0502	0071
4594	0917	0087
005205671570M8	00520567000001	00520000000000
5890	0714	0074
007905866577M8	00790586000001	00790000000000
6710	0317	0071
0661	0661	0060
1489	0732	0087
3937	0255	0052
5824	0305	0037
007106682580M8	00710668000001	00710000000000
8099	0714	0074
5548	0247	0050
2093	0899	0084
9026	0899	0084
008709176002M8	00870917000001	00870000000000
8858	0255	0052
6259	0586	0079
2857	0714	0074
5036	0809	0068
7864	0205	0039
005002475954M8	00500247000001	00500000000000
003704314931M8	00370431000001	00370000000000
004501302802M8	00450130000001	00450000000000
6254	0141	0037
9037	0247	0050
006009012424M8	00600901000001	00600000000000
9340	0502	0071
5896	0901	0060
007102932835M8	00710293000001	00710000000000
005002472284M8	00500247000001	00500000000000
008406156502M8	00840615000001	00840000000000
7735	0442	0045
0303	0303	0068
8801	0142	0087
003702452301M8	00370245000001	00370000000000
2541	0714	0074
6756	0928	0060
007106681931M8	00710668000001	00710000000000
3313	0899	0084
008707326474M8	00870732000001	00870000000000
008408999068M8	00840899000001	00840000000000
007106684741M8	00710668000001	00710000000000
3804	0283	0079
1835	0205	0039
4696	0638	0068
006807123083M5	00680712000001	00680000000000
003703055125M8	00370305000001	00370000000000
4924	0668	0071
8771	0714	0074
005004866174M8	00500486000001	00500000000000
003902051841M8	00390205000001	00390000000000
6954	0668	0071
005202557598M8	00520255000001	00520000000000
008709175749M8	00870917000001	00870000000000
004501307649M8	00450130000001	00450000000000
2991	0441	0056
008706989640M8	00870698000001	00870000000000
6758	0668	0071
008709178744M8	00870917000001	00870000000000
8176	0586	0079
007907963970M8	00790796000001	00790000000000
6484	0917	0087
6239	0899	0084
5706	0214	0068
3318	0698	0087
006006613261M8	00600661000001	00600000000000
6542	0714	0074
008707323358M8	00870732000001	00870000000000
008108553452M8	00810855000001	00810000000000
2264	0824	0081
008406154018M8	00840615000001	00840000000000
9637	0732	0087
007407142864M8	00740714000001	00740000000000
007907963221M8	00790796000001	00790000000000
005002472818M8	00500247000001	00500000000000
008709176632M8	00870917000001	00870000000000
2720	0714	0074
3553	0338	0037
006806383127M8	00680638000001	00680000000000
007407143643M8	00740714000001	00740000000000
007105021324M8	00710502000001	00710000000000
3258	0714	0074
006009289647M8	00600928000001	00600000000000
006808099560M8	00680809000001	00680000000000
008406159205M8	00840615000001	00840000000000
4513	0618	0050
3863	0622	0064
006009017012M8	00600901000001	00600000000000
9692	0834	0052
003708904943L8	00370890000001	00370000000000
007907966751M8	00790796000001	00790000000000
9186	0899	0084
006002726507M8	00600272000001	00600000000000
007407148270M8	00740714000001	00740000000000
4311	0478	0074
008706981972M8	00870698000001	00870000000000
4554	0502	0071
8314	0732	0087
4099	0291	0079
007407143152M8	00740714000001	00740000000000
006407083963M8	00640708000001	00640000000000
004501301103M8	00450130000001	00450000000000
008108558491M8	00810855000001	00810000000000
007407142543M8	00740714000001	00740000000000
3051	0486	0050
3601	0714	0074
008105576659M8	00810557000001	00810000000000
003701417398M8	00370141000001	00370000000000
2775	0855	0081
4215	0478	0074
1209	0441	0056
5526	0441	0056
008105576296M8	00810557000001	00810000000000
4546	0205	0039
008108246824M8	00810824000001	00810000000000
2652	0719	0037
005004862430M8	00500486000001	00500000000000
7591	0624	0068
008706984591M8	00870698000001	00870000000000
008108551766M8	00810855000001	00810000000000
9280	0890	0037
6360	0255	0052
3593	0430	0068
006009011370M8	00600901000001	00600000000000
8895	0514	0045
006804309499M8	00680430000001	00680000000000
007102938970M8	00710293000001	00710000000000
3138	0714	0074
4814	0899	0084
007407146734M8	00740714000001	00740000000000
006806247300M8	00680624000001	00680000000000
008706987849M8	00870698000001	00870000000000
6654	0714	0074
8663	0430	0068
8666	0430	0068
9434	0198	0037
007407149206M8	00740714000001	00740000000000
007901712351M8	00790171000001	00790000000000
1587	0205	0039
3099	0430	0068
006402842259M8	00640284000001	00640000000000
3464	0338	0037
1165	0130	0045
5467	0725	0037
4644	0792	0060
6821	0903	0060
00520000000000	00520000000000	00520000000000
5042	0698	0087
2436	0247	0050
008706989002M8	00870698000001	00870000000000
6648	0171	0079
006006613202M8	00600661000001	00600000000000
003902057014M8	00390205000001	00390000000000
3026	0698	0087
5923	0901	0060
003703533691M8	00370353000001	00370000000000
0747	0321	0045
003707258006M8	00370725000001	00370000000000
006009039121M8	00600903000001	00600000000000
5351	0502	0071
005004865598M8	00500486000001	00500000000000
003708908039M8	00370890000001	00370000000000
6639	0714	0074
004504423194M5	00450442000001	00450000000000
008408995070M8	00840899000001	00840000000000
006806386714M8	00680638000001	00680000000000
4136	0917	0087
005202559446M8	00520255000001	00520000000000
9013	0714	0074
0653	0653	0037
006001913401M8	00600191000001	00600000000000
3624	0618	0050
1769	0205	0039
7271	0698	0087
4888	0714	0074
005208349762M8	00520834000001	00520000000000
003902055908M8	00390205000001	00390000000000
6388	0855	0081
006407083406M8	00640708000001	00640000000000
1821	0899	0084
2733	0255	0052
006804305889M8	00680430000001	00680000000000
008406153523M8	00840615000001	00840000000000
003703386875M7	00370338000001	00370000000000
004501306391M8	00450130000001	00450000000000
003701988442M8	00370198000001	00370000000000
1940	0714	0074
003703388773M8	00370338000001	00370000000000
007106685126M8	00710668000001	00710000000000
5185	0638	0068
00710668000001	00710668000001	00710000000000
6669	0441	0056
007407141470M8	00740714000001	00740000000000
7329	0191	0060
008108552137M8	00810855000001	00810000000000
2296	0502	0071
004505145067M8	00450514000001	00450000000000
4855	0714	0074
6932	0283	0079
3452	0855	0081
5902	0247	0050
008108241171M8	00810824000001	00810000000000
7568	0714	0074
007902912000M8	00790291000001	00790000000000
006806387406M8	00680638000001	00680000000000
003902051732M8	00390205000001	00390000000000
2543	0714	0074
1826	0293	0071
008706986019M8	00870698000001	00870000000000
005604419011M8	00560441000001	00560000000000
006402843505M8	00640284000001	00640000000000
3653	0305	0037
1376	0557	0081
006804307117M8	00680430000001	00680000000000
7414	0714	0074
005004866589M8	00500486000001	00500000000000
7998	0714	0074
2634	0480	0084
3642	0247	0050
007102937461M8	00710293000001	00710000000000
007407149275M8	00740714000001	00740000000000
006407089369M8	00640708000001	00640000000000
007901711586V5	00790171000001	00790000000000
008404805349M8	00840480000001	00840000000000
7028	0901	0060
003902051647M8	00390205000001	00390000000000
6413	0184	0056
006009289485M8	00600928000001	00600000000000
8944	0255	0052
006804306054M8	00680430000001	00680000000000
4871	0586	0079
6856	0917	0087
004501309075M8	00450130000001	00450000000000
007904327491M8	00790432000001	00790000000000
007103176415M8	00710317000001	00710000000000
7011	0441	0056
2260	0714	0074
005208342510M8	00520834000001	00520000000000
006007923694M8	00600792000001	00600000000000
1040	0191	0060
8085	0283	0079
008108242856M8	00810824000001	00810000000000
00600661000001	00600661000001	00600000000000
008408995701M8	00840899000001	00840000000000
9364	0486	0050
00710293000001	00710293000001	00710000000000
005609077502M8	00560907000001	00560000000000
7003	0502	0071
005002475902M8	00500247000001	00500000000000
6019	0698	0087
006806384743M8	00680638000001	00680000000000
5360	0205	0039
6535	0901	0060
003706532353V8	00370653000001	00370000000000
005004864033M8	00500486000001	00500000000000
006806388316M3	00680638000001	00680000000000
2285	0184	0056
6349	0255	0052
006002729311M8	00600272000001	00600000000000
003902058938M8	00390205000001	00390000000000
00790283000001	00790283000001	00790000000000
2071	0130	0045
6727	0247	0050
5900	0732	0087
8997	0502	0071
00710502000001	00710502000001	00710000000000
5860	0567	0052
6842	0714	0074
1702	0586	0079
008709179458M8	00870917000001	00870000000000
005601843281M8	00560184000001	00560000000000
006407089377M8	00640708000001	00640000000000
8558	0247	0050
007907964709M8	00790796000001	00790000000000
007407144679M8	00740714000001	00740000000000
006806384913M8	00680638000001	00680000000000
8660	0442	0045
007907932049M8	00790793000001	00790000000000
005006181179M8	00500618000001	00500000000000
008707328175M8	00870732000001	00870000000000
4608	0714	0074
006009286775M7	00600928000001	00600000000000
2482	0792	0060
1413	0586	0079
9511	0708	0064
003902053869M7	00390205000001	00390000000000
005601849343M8	00560184000001	00560000000000
8039	0890	0037
9539	0214	0068
006009015465M8	00600901000001	00600000000000
007407144909M8	00740714000001	00740000000000
7290	0899	0084
007901716748M8	00790171000001	00790000000000
006804308092M8	00680430000001	00680000000000
003707253439M8	00370725000001	00370000000000
1140	0442	0045
3364	0834	0052
008706981898M8	00870698000001	00870000000000
7086	0130	0045
005604417709M8	00560441000001	00560000000000
8590	0793	0079
7002	0480	0084
005002474342M8	00500247000001	00500000000000
7601	0478	0074
2100	0245	0037
3159	0430	0068
007907967655M8	00790796000001	00790000000000
6684	0247	0050
007105025351M8	00710502000001	00710000000000
2868	0130	0045
4750	0917	0087
005006186537M5	00500618000001	00500000000000
007407142823M8	00740714000001	00740000000000
005202552164M8	00520255000001	00520000000000
0668	0668	0071
7712	0698	0087
006402843399M8	00640284000001	00640000000000
008701423575M8	00870142000001	00870000000000
4553	0441	0056
003902057438M8	00390205000001	00390000000000
007407147799M8	00740714000001	00740000000000
007907969680M8	00790796000001	00790000000000
6783	0624	0068
005205675648M8	00520567000001	00520000000000
003902055224M8	00390205000001	00390000000000
6546	0293	0071
6938	0698	0087
8278	0272	0060
2307	0719	0037
6342	0586	0079
003701988848M8	00370198000001	00370000000000
007106685687M8	00710668000001	00710000000000
005202557408M8	00520255000001	00520000000000
008707328341M8	00870732000001	00870000000000
6065	0353	0037
007905866342M8	00790586000001	00790000000000
003701413022M8	00370141000001	00370000000000
6814	0198	0037
005002479529M8	00500247000001	00500000000000
6836	0928	0060
7208	0171	0079
008408994484M8	00840899000001	00840000000000
006009017034M8	00600901000001	00600000000000
007103177085M8	00710317000001	00710000000000
3014	0624	0068
006001915091M8	00600191000001	00600000000000
5197	0834	0052
008408997290M8	00840899000001	00840000000000
2911	0917	0087
4211	0431	0037
004502515884M8	00450251000001	00450000000000
2989	0528	0079
6078	0698	0087
007106688279M8	00710668000001	00710000000000
5195	0557	0081
4397	0141	0037
008404807356M8	00840480000001	00840000000000
003902056419M8	00390205000001	00390000000000
6335	0480	0084
9112	0732	0087
9430	0255	0052
1267	0638	0068
005004867130M8	00500486000001	00500000000000
008406153619M8	00840615000001	00840000000000
9648	0928	0060
9519	0247	0050
003707259794M8	00370725000001	00370000000000
3559	0698	0087
007407148587M8	00740714000001	00740000000000
2074	0714	0074
007407141695M8	00740714000001	00740000000000
007106682742M8	00710668000001	00710000000000
8059	0714	0074
006001914905M8	00600191000001	00600000000000
1365	0291	0079
007902839717V8	00790283000001	00790000000000
006009032626M8	00600903000001	00600000000000
5695	0130	0045
0191	0191	0060
7927	0661	0060
005601841692L5	00560184000001	00560000000000
5687	0668	0071
006402843280M8	00640284000001	00640000000000
003703533055M8	00370353000001	00370000000000
007901718655M7	00790171000001	00790000000000
007407141498M8	00740714000001	00740000000000
5267	0901	0060
